KGAS_ID,SURVEY,redshift,ba,sersic_n,Re_arcsec,Re_kpc
1,MANGA,0.05285385251045227,0.7527944445610046,4.8857927322387695,2.3203279972076416,2.3894816308497533
1,MANGA,0.05285385251045227,0.7527944445610046,4.8857927322387695,2.3203279972076416,2.3894816308497533
2,MANGA,0.05263899639248848,0.536220908164978,3.9337363243103027,2.7642130851745605,2.83574459125737
3,MANGA,0.05249365046620369,0.7741591930389404,3.06891131401062,6.151388645172119,6.2942295457897615
3,MANGA,0.05249365046620369,0.7741591930389404,3.06891131401062,6.151388645172119,6.2942295457897615
4,MANGA,0.05088929086923599,0.6266972422599792,3.1010689735412598,2.14782452583313,2.134578917088053
5,MANGA,0.04578400030732155,0.673568606376648,0.5494298338890076,5.082827568054199,4.572304847673783
6,MANGA,0.04892132058739662,0.657059371471405,1.300304889678955,5.813774585723877,5.567442988259732
7,MANGA,0.04746302589774132,0.8753252029418945,1.1034204959869385,3.197624921798706,2.9760032458428736
8,MANGA,0.04704995080828667,0.7778669595718384,6.0,3.053144931793213,2.818187742949417
9,MANGA,0.04578607156872749,0.5268747210502625,1.5694531202316284,4.350978851318359,3.9141309607610357
10,MANGA,0.047991614788770676,0.8008895516395569,1.131219744682312,4.5085859298706055,4.240175768152548
11,MANGA,0.04670487716794014,0.8598360419273376,6.0,2.982428789138794,2.733842651356831
12,MANGA,0.04570889472961426,0.6961053013801575,6.0,2.675853967666626,2.403355061439207
13,MANGA,0.04591770097613335,0.8372069597244263,3.320802688598633,2.4981651306152344,2.2534523554603174
14,SAMI,0.05626,0.73899633,3.4125,1.2582887,1.3737595660243724
15,SAMI,0.05886,0.95306413,2.367,1.0875593,1.238434370596949
16,SAMI,0.055,0.8282931,1.1123,1.721646,1.8402763233732538
17,SAMI,0.05302,0.87049781,2.5756,1.4358025,1.4829509683842372
18,SAMI,0.05498,0.49539580000000005,0.7575,3.374811,3.6061263355479025
19,SAMI,0.05441,0.924062744,1.1184,2.9325643,3.1031683235580534
20,SAMI,0.05523,0.94650785,1.9394,2.5398948,2.72551980720023
21,SAMI,0.05848,0.79274385,2.7109,1.1714145,1.3259041517684211
22,SAMI,0.05668,0.29169255000000005,0.6153,7.6487193,8.408801971971355
23,SAMI,0.05358,0.18292180000000002,1.4137,8.882834,9.265293243517926
24,MANGA,0.04299866408109665,0.9509302973747253,6.0,2.9026601314544678,2.4603974906649895
25,MANGA,0.04393552988767624,0.8363416194915771,3.502537250518799,5.565138339996338,4.814619429383936
26,MANGA,0.039792709052562714,0.22319869697093964,0.9291860461235046,9.566134452819824,7.532733431614619
27,MANGA,0.04088025912642479,0.4385543167591095,0.7641186118125916,4.502915859222412,3.6379530128892053
28,MANGA,0.04516765847802162,0.6358615756034851,3.3026344776153564,10.925300598144531,9.702754129146939
29,MANGA,0.044275689870119095,0.7876265048980713,2.1495587825775146,3.1505935192108154,2.745694328787736
30,MANGA,0.04287472367286682,0.4585714638233185,1.108384132385254,4.736769676208496,4.004071074083266
31,MANGA,0.04423194378614426,0.7660108208656311,5.681048393249512,2.3869383335113525,2.078233239660237
32,MANGA,0.04518966004252434,0.8548085689544678,3.1881277561187744,2.178372383117676,1.9355032174057332
33,MANGA,0.04553181678056717,0.3162536919116974,0.8352259993553162,6.101873397827148,5.4603984056712
