1   6430   0.0000 
1   6455   0.0001 
1   6480   0.0003 
1   6505   0.0004 
1   6530   0.0004 
1   6555   0.0003 
1   6580   0.0003 
1   6605   0.0004 
1   6630   0.0009 
1   6655   0.0019 
1   6680   0.0034 
1   6705   0.0056 
1   6730   0.0103 
1   6755   0.0194 
1   6780   0.0344 
1   6805   0.0561 
1   6830   0.0839 
1   6855   0.1164 
1   6880   0.1528 
1   6905   0.1948 
1   6930   0.2408 
1   6955   0.2857 
1   6980   0.3233 
1   7005   0.3503 
1   7030   0.3759 
1   7055   0.3990 
1   7080   0.4162 
1   7105   0.4233 
1   7130   0.4165 
1   7155   0.3943 
1   7180   0.3760 
1   7205   0.3823 
1   7230   0.3918 
1   7255   0.3892 
1   7280   0.3828 
1   7305   0.3820 
1   7330   0.3884 
1   7355   0.3872 
1   7380   0.3821 
1   7405   0.3787 
1   7430   0.3759 
1   7455   0.3727 
1   7480   0.3681 
1   7505   0.3618 
1   7530   0.3565 
1   7555   0.3554 
1   7580   0.3478 
1   7605   0.1473 
1   7630   0.2096 
1   7655   0.2648 
1   7680   0.3300 
1   7705   0.3256 
1   7730   0.3223 
1   7755   0.3179 
1   7780   0.3129 
1   7805   0.3077 
1   7830   0.3026 
1   7855   0.2980 
1   7880   0.2944 
1   7905   0.2921 
1   7930   0.2916 
1   7955   0.2921 
1   7980   0.2927 
1   8005   0.2923 
1   8030   0.2896 
1   8055   0.2840 
1   8080   0.2758 
1   8105   0.2642 
1   8130   0.2427 
1   8155   0.2091 
1   8180   0.1689 
1   8205   0.1276 
1   8230   0.0901 
1   8255   0.0603 
1   8280   0.0378 
1   8305   0.0218 
1   8330   0.0117 
1   8355   0.0068 
1   8380   0.0048 
1   8405   0.0033 
1   8430   0.0020 
1   8455   0.0013 
1   8480   0.0010 
1   8505   0.0009 
1   8530   0.0009 
1   8555   0.0008 
1   8580   0.0005 
1   8605   0.0002 
1   8630   0.0000 
