1   5380   0.0000 
1   5405   0.0014 
1   5430   0.0099 
1   5455   0.0259 
1   5480   0.0497 
1   5505   0.0807 
1   5530   0.1186 
1   5555   0.1625 
1   5580   0.2093 
1   5605   0.2555 
1   5630   0.2975 
1   5655   0.3326 
1   5680   0.3609 
1   5705   0.3834 
1   5730   0.4010 
1   5755   0.4147 
1   5780   0.4253 
1   5805   0.4333 
1   5830   0.4395 
1   5855   0.4446 
1   5880   0.4489 
1   5905   0.4527 
1   5930   0.4563 
1   5955   0.4599 
1   5980   0.4634 
1   6005   0.4665 
1   6030   0.4689 
1   6055   0.4703 
1   6080   0.4711 
1   6105   0.4717 
1   6130   0.4727 
1   6155   0.4744 
1   6180   0.4767 
1   6205   0.4792 
1   6230   0.4819 
1   6255   0.4844 
1   6280   0.4867 
1   6305   0.4887 
1   6330   0.4902 
1   6355   0.4909 
1   6380   0.4912 
1   6405   0.4912 
1   6430   0.4912 
1   6455   0.4914 
1   6480   0.4915 
1   6505   0.4912 
1   6530   0.4901 
1   6555   0.4878 
1   6580   0.4852 
1   6605   0.4818 
1   6630   0.4697 
1   6655   0.4421 
1   6680   0.4009 
1   6705   0.3499 
1   6730   0.2924 
1   6755   0.2318 
1   6780   0.1715 
1   6805   0.1152 
1   6830   0.0687 
1   6855   0.0380 
1   6880   0.0212 
1   6905   0.0134 
1   6930   0.0099 
1   6955   0.0076 
1   6980   0.0055 
1   7005   0.0039 
1   7030   0.0027 
1   7055   0.0020 
1   7080   0.0015 
1   7105   0.0012 
1   7130   0.0010 
1   7155   0.0007 
1   7180   0.0004 
1   7205   0.0002 
1   7230   0.0000 
