1   7730   0.0000  
1   7755   0.0000  
1   7780   0.0001  
1   7805   0.0001  
1   7830   0.0001  
1   7855   0.0002  
1   7880   0.0002  
1   7905   0.0003  
1   7930   0.0005  
1   7955   0.0007  
1   7980   0.0011  
1   8005   0.0017  
1   8030   0.0027  
1   8055   0.0040  
1   8080   0.0057  
1   8105   0.0079  
1   8130   0.0106  
1   8155   0.0139  
1   8180   0.0178  
1   8205   0.0222  
1   8230   0.0271  
1   8255   0.0324  
1   8280   0.0382  
1   8305   0.0446  
1   8330   0.0511  
1   8355   0.0564  
1   8380   0.0603  
1   8405   0.0637  
1   8430   0.0667  
1   8455   0.0694  
1   8480   0.0717  
1   8505   0.0736  
1   8530   0.0752  
1   8555   0.0765  
1   8580   0.0775  
1   8605   0.0782  
1   8630   0.0786  
1   8655   0.0787  
1   8680   0.0785  
1   8705   0.0780  
1   8730   0.0772  
1   8755   0.0763  
1   8780   0.0751  
1   8805   0.0738  
1   8830   0.0723  
1   8855   0.0708  
1   8880   0.0693  
1   8905   0.0674  
1   8930   0.0632  
1   8955   0.0581  
1   8980   0.0543  
1   9005   0.0526  
1   9030   0.0523  
1   9055   0.0522  
1   9080   0.0512  
1   9105   0.0496  
1   9130   0.0481  
1   9155   0.0473  
1   9180   0.0476  
1   9205   0.0482  
1   9230   0.0476  
1   9255   0.0447  
1   9280   0.0391  
1   9305   0.0329  
1   9330   0.0283  
1   9355   0.0264  
1   9380   0.0271  
1   9405   0.0283  
1   9430   0.0275  
1   9455   0.0254  
1   9480   0.0252  
1   9505   0.0256  
1   9530   0.0246  
1   9555   0.0244  
1   9580   0.0252  
1   9605   0.0258  
1   9630   0.0265  
1   9655   0.0274  
1   9680   0.0279  
1   9705   0.0271  
1   9730   0.0252  
1   9755   0.0236  
1   9780   0.0227  
1   9805   0.0222  
1   9830   0.0216  
1   9855   0.0208  
1   9880   0.0196  
1   9905   0.0183  
1   9930   0.0171  
1   9955   0.0160  
1   9980   0.0149  
1  10005   0.0138  
1  10030   0.0128  
1  10055   0.0118  
1  10080   0.0108  
1  10105   0.0099  
1  10130   0.0091  
1  10155   0.0083  
1  10180   0.0075  
1  10205   0.0068  
1  10230   0.0061  
1  10255   0.0055  
1  10280   0.0050  
1  10305   0.0045  
1  10330   0.0041  
1  10355   0.0037  
1  10380   0.0033  
1  10405   0.0030  
1  10430   0.0027  
1  10455   0.0025  
1  10480   0.0023  
1  10505   0.0021  
1  10530   0.0019  
1  10555   0.0018  
1  10580   0.0017  
1  10605   0.0016  
1  10630   0.0015  
1  10655   0.0014  
1  10680   0.0013  
1  10705   0.0012  
1  10730   0.0011  
1  10755   0.0010  
1  10780   0.0009  
1  10805   0.0008  
1  10830   0.0008  
1  10855   0.0007  
1  10880   0.0006  
1  10905   0.0006  
1  10930   0.0006  
1  10955   0.0005  
1  10980   0.0005  
1  11005   0.0004  
1  11030   0.0004  
1  11055   0.0003  
1  11080   0.0003  
1  11105   0.0002  
1  11130   0.0002  
1  11155   0.0001  
1  11180   0.0001  
1  11205   0.0000  
1  11230   0.0000  
