1   3630   0.0000 
1   3655   0.0003 
1   3680   0.0008 
1   3705   0.0013 
1   3730   0.0019 
1   3755   0.0024 
1   3780   0.0034 
1   3805   0.0055 
1   3830   0.0103 
1   3855   0.0194 
1   3880   0.0326 
1   3905   0.0492 
1   3930   0.0686 
1   3955   0.0900 
1   3980   0.1123 
1   4005   0.1342 
1   4030   0.1545 
1   4055   0.1722 
1   4080   0.1873 
1   4105   0.2003 
1   4130   0.2116 
1   4155   0.2214 
1   4180   0.2301 
1   4205   0.2378 
1   4230   0.2448 
1   4255   0.2513 
1   4280   0.2574 
1   4305   0.2633 
1   4330   0.2691 
1   4355   0.2747 
1   4380   0.2801 
1   4405   0.2852 
1   4430   0.2899 
1   4455   0.2940 
1   4480   0.2979 
1   4505   0.3016 
1   4530   0.3055 
1   4555   0.3097 
1   4580   0.3141 
1   4605   0.3184 
1   4630   0.3224 
1   4655   0.3257 
1   4680   0.3284 
1   4705   0.3307 
1   4730   0.3327 
1   4755   0.3346 
1   4780   0.3364 
1   4805   0.3383 
1   4830   0.3403 
1   4855   0.3425 
1   4880   0.3448 
1   4905   0.3472 
1   4930   0.3495 
1   4955   0.3519 
1   4980   0.3541 
1   5005   0.3562 
1   5030   0.3581 
1   5055   0.3597 
1   5080   0.3609 
1   5105   0.3613 
1   5130   0.3609 
1   5155   0.3595 
1   5180   0.3581 
1   5205   0.3558 
1   5230   0.3452 
1   5255   0.3194 
1   5280   0.2807 
1   5305   0.2339 
1   5330   0.1839 
1   5355   0.1352 
1   5380   0.0911 
1   5405   0.0548 
1   5430   0.0295 
1   5455   0.0166 
1   5480   0.0112 
1   5505   0.0077 
1   5530   0.0050 
1   5555   0.0032 
1   5580   0.0021 
1   5605   0.0015 
1   5630   0.0012 
1   5655   0.0010 
1   5680   0.0009 
1   5705   0.0008 
1   5730   0.0006 
1   5755   0.0005 
1   5780   0.0003 
1   5805   0.0001 
1   5830   0.0000 
